protein_name1,protein_name2
P45880,P07550
Q12083,Q12175
Q12175,Q12083
O35350,D3Z7P3
D3Z7P3,O35350
P47813,Q15120
Q15120,P47813
Q9UUK2,P53694
P53694,Q9UUK2
P00812,P26637
P26637,P00812
P27824,O75787
O75787,P27824
P0A8G0,P76066
P76066,P0A8G0
P15056,Q12933
Q12933,P15056
Q12379,Q03640
Q03640,Q12379
O75323,Q8WU10
Q8WU10,O75323
Q9NQT5,Q9Y450
Q9Y450,Q9NQT5
Q06337,P34223
P34223,Q06337
Q96BP2,O95182
O95182,Q96BP2
O14057,Q9P3U0
Q9P3U0,O14057
P36120,P38293
P38293,P36120
P32479,P39073
P39073,P32479
O43347,A0AV96
A0AV96,O43347
P38936,Q9UKT9
Q9UKT9,P38936
P08047,Q01664
Q01664,P08047
Q93VB8,Q1EC66
Q1EC66,Q93VB8
Q12315,P38239
P38239,Q12315
P18759,P18759
P19526,O95182
O95182,P19526
P32074,Q04183
Q04183,P32074
O60341,Q9BYV2
Q9BYV2,O60341
Q6NYC8,P36406
P36406,Q6NYC8
P39955,Q04477
Q04477,P39955
Q8IY37,Q15058
Q15058,Q8IY37
P62918,P62852
P62852,P62918
P0A850,P43319
P43319,P0A850
P40217,P53081
P53081,P40217
P43565,Q01855
Q01855,P43565
P39517,Q12303
Q12303,P39517
P38312,P53179
P53179,P38312
Q9R1T4,Q9UHJ3
Q9UHJ3,Q9R1T4
P13586,P53073
P53073,P13586
P13834,Q15759
Q15759,P13834
P78358,Q9UMX0
Q9UMX0,P78358
Q9UKT9,O75934
O75934,Q9UKT9
Q07817,Q96F15
Q96F15,Q07817
P32320,Q96CS7
Q96CS7,P32320
P38856,P53549
P53549,P38856
P53550,P39517
P39517,P53550
Q12051,Q00764
Q00764,Q12051
Q06124,P42224
P42224,Q06124
P02994,P05318
P05318,P02994
Q53GQ0,O94761
O94761,Q53GQ0
P26458,P0ACV6
P0ACV6,P26458
O00358,O75475
O75475,O00358
P38790,P39104
P39104,P38790
Q9NUU6,Q8TEY7
Q8TEY7,Q9NUU6
P00533,P51617
P51617,P00533
P11880,P76155
P76155,P11880
P15038,P31134
P31134,P15038
Q03435,P50875
P50875,Q03435
Q80Z64,P20263
P20263,Q80Z64
P41318,P42933
P42933,P41318
P32917,P32917
P24309,Q04660
Q04660,P24309
Q9Y6K1,P31943
P31943,Q9Y6K1
P11880,P37146
P37146,P11880
Q9Y5T4,P82663
P82663,Q9Y5T4
P0ABG7,P25531
P25531,P0ABG7
P21513,P37325
P37325,P21513
Q9NV70,Q8TDY2
Q8TDY2,Q9NV70
P61979,Q6PDM2
Q6PDM2,P61979
O14021,O42889
O42889,O14021
Q06697,P10081
P10081,Q06697
Q99615,P0DTD1
P0DTD1,Q99615
Q86TM3,P00533
P00533,Q86TM3
Q09665,Q20334
Q20334,Q09665
O75530,P08727
P08727,O75530
P23909,P0A7R1
P0A7R1,P23909
P05459,P0ADR6
P0ADR6,P05459
P46964,Q3E7Z2
Q3E7Z2,P46964
P36144,Q12220
Q12220,P36144
P25296,P32602
P32602,P25296
P0AC30,P0C093
P0C093,P0AC30
P32259,P38304
P38304,P32259
P11498,P16473
P16473,P11498
O08788,Q9WV80
Q9WV80,O08788
P53261,P0CX45
P0CX45,P53261
Q01560,P53723
P53723,Q01560
Q04894,P11484
P11484,Q04894
O42979,O14285
O14285,O42979
P38432,P19784
P19784,P38432
O00429,Q9NX40
Q9NX40,O00429
Q9Y5L0,Q6EMK4
Q6EMK4,Q9Y5L0
P54839,P0CH08
P0CH08,P54839
P26196,P54578
P54578,P26196
P48003,O13682
O13682,P48003
P0ACM2,P32136
P32136,P0ACM2
P49018,P32361
P32361,P49018
P11353,P49957
P49957,P11353
P46990,Q04018
Q04018,P46990
P39729,Q12000
Q12000,P39729
Q9GZY6,P16885
P16885,Q9GZY6
P53847,P53146
P53146,P53847
Q9UBN7,P52294
P52294,Q9UBN7
Q12192,Q06089
Q06089,Q12192
O60563,P50750
P50750,O60563
Q99PV0,Q9ERA6
Q9ERA6,Q99PV0
Q01094,Q92831
Q92831,Q01094
O75897,P55060
P55060,O75897
Q9UJU2,P43246
P43246,Q9UJU2
P52893,P38242
P38242,P52893
Q6K0P9,P37108
P37108,Q6K0P9
P23493,Q12466
Q12466,P23493
P02538,Q15029
Q15029,P02538
P35728,P38711
P38711,P35728
Q9NVP1,P46777
P46777,Q9NVP1
Q3UQN2,P0CG50
P0CG50,Q3UQN2
P13586,P25651
P25651,P13586
Q9T091,F4I0P8
F4I0P8,Q9T091
Q8JZN5,Q60931
Q60931,Q8JZN5
Q12093,P38429
P38429,Q12093
P19367,O15460
O15460,P19367
P32048,P34247
P34247,P32048
Q9ZWT2,F4ITL6
F4ITL6,Q9ZWT2
Q8NBJ4,O43526
O43526,Q8NBJ4
P06208,Q06107
Q06107,P06208
Q8TD16,P30086
P30086,Q8TD16
Q3ULA2,Q9Z1E3
Q9Z1E3,Q3ULA2
P25385,Q07381
Q07381,P25385
Q12343,Q06217
Q06217,Q12343
Q02804,P40057
P40057,Q02804
Q12158,P39928
P39928,Q12158
P41543,P47090
P47090,P41543
Q9NY74,P27694
P27694,Q9NY74
P32836,P32337
P32337,P32836
P15108,P32838
P32838,P15108
P32352,P53192
P53192,P32352
Q91V12,Q921Z5
Q921Z5,Q91V12
O14735,Q86UT6
Q86UT6,O14735
Q12018,P52491
P52491,Q12018
P36130,Q12282
Q12282,P36130
P40568,P47168
P47168,P40568
P00546,P40457
P40457,P00546
P13434,P39016
P39016,P13434
Q07666,Q92882
Q92882,Q07666
P31749,Q9BXM7
Q9BXM7,P31749
Q46896,P0AB87
P0AB87,Q46896
Q9Y2G3,P14866
P14866,Q9Y2G3
P50947,P22214
P22214,P50947
P53829,P45820
P45820,P53829
Q9BVP2,Q02543
Q02543,Q9BVP2
Q12090,Q9URQ3
Q9URQ3,Q12090
P06493,Q96RL1
Q96RL1,P06493
P62314,O95071
O95071,P62314
Q04771,P43026
P43026,Q04771
Q8VYK4,Q9FGP8
Q9FGP8,Q8VYK4
O60287,Q96ME7
Q96ME7,O60287
Q8R404,Q4ACU6
Q4ACU6,Q8R404
P15442,P02829
P02829,P15442
O43390,Q9UQ90
Q9UQ90,O43390
O43395,P83876
P83876,O43395
P23291,Q12470
Q12470,P23291
P50947,Q99260
Q99260,P50947
Q06162,Q08224
Q08224,Q06162
Q15723,P02545
P02545,Q15723
Q99613,Q9BQ67
Q9BQ67,Q99613
P0C732,P61978
P61978,P0C732
Q06187,P62993
P62993,Q06187
P53267,Q99359
Q99359,P53267
O13981,Q9HGM4
Q9HGM4,O13981
Q8TBM8,Q9UKB1
Q9UKB1,Q8TBM8
Q03330,Q92317
Q92317,Q03330
P32794,P39014
P39014,P32794
P38828,P50623
P50623,P38828
Q86TB9,O43290
O43290,Q86TB9
Q46832,P45766
P45766,Q46832
O17445,Q9W0Y2
Q9W0Y2,O17445
P11413,O96013
O96013,P11413
Q12334,P32790
P32790,Q12334
Q06541,Q07508
Q07508,Q06541
P06242,P38262
P38262,P06242
O94760,Q9UBU9
Q9UBU9,O94760
P0A6B4,P43676
P43676,P0A6B4
P47124,P00447
P00447,P47124
Q7Z7F7,P08621
P08621,Q7Z7F7
P40477,P38729
P38729,P40477
Q6P2Q9,P14678
P14678,Q6P2Q9
Q8TB24,P61247
P61247,Q8TB24
P31399,P08050
P08050,P31399
P16871,Q15233
Q15233,P16871
Q92817,O60437
O60437,Q92817
P52298,Q96Q15
Q96Q15,P52298
P51991,Q9Y6E0
Q9Y6E0,P51991
P40578,Q12447
Q12447,P40578
P46821,Q9NX47
Q9NX47,P46821
Q96LL9,Q6PML9
Q6PML9,Q96LL9
P30605,Q12093
Q12093,P30605
P37313,P71237
P71237,P37313
Q07807,P10862
P10862,Q07807
P33135,P31122
P31122,P33135
P53874,Q05946
Q05946,P53874
Q62120,P42224
P42224,Q62120
Q96RJ0,P04608
P04608,Q96RJ0
P15274,P34761
P34761,P15274
P0ADV9,O32528
O32528,P0ADV9
P41240,Q9NQ40
Q9NQ40,P41240
P32523,P38315
P38315,P32523
Q9Y3B2,Q9NPD3
Q9NPD3,Q9Y3B2
Q9SJN0,Q7XYY2
Q7XYY2,Q9SJN0
Q9BVN2,Q86TV6
Q86TV6,Q9BVN2
P41695,P35201
P35201,P41695
Q02224,O43663
O43663,Q02224
Q10319,Q9P795
Q9P795,Q10319
P39525,P46957
P46957,P39525
P53877,P38883
P38883,P53877
P32497,P38431
P38431,P32497
P40340,P04840
P04840,P40340
Q08050,O43663
O43663,Q08050
P14736,P16120
P16120,P14736
P33991,Q93009
Q93009,P33991
P60369,Q9ULM2
Q9ULM2,P60369
P53195,Q12125
Q12125,P53195
P19934,P0ADS2
P0ADS2,P19934
P36064,P50945
P50945,P36064
P40991,P40042
P40042,P40991
Q46898,P24174
P24174,Q46898
Q9SJF3,Q0WPU1
Q0WPU1,Q9SJF3
P17891,Q00764
Q00764,P17891
O60053,O60053
Q9BPW8,P11177
P11177,Q9BPW8
P30665,P53091
P53091,P30665
P38199,P47098
P47098,P38199
O75153,Q96J01
Q96J01,O75153
Q8IUD2,O60749
O60749,Q8IUD2
O14977,Q9H0B6
Q9H0B6,O14977
Q00362,P02829
P02829,Q00362
Q12446,Q12355
Q12355,Q12446
P38856,P53262
P53262,P38856
P40480,Q08444
Q08444,P40480
P38153,P53959
P53959,P38153
Q5ZI72,F1N9Y5
F1N9Y5,Q5ZI72
Q99608,P04637
P04637,Q99608
Q9BW19,Q9H8M7
Q9H8M7,Q9BW19
P0AEG6,P33644
P33644,P0AEG6
P31383,Q12510
Q12510,P31383
P55345,P49720
P49720,P55345
P53154,P38626
P38626,P53154
P46151,P40052
P40052,P46151
P40532,P32504
P32504,P40532
Q02771,Q99176
Q99176,Q02771
O00330,Q9H4M7
Q9H4M7,O00330
P40509,P53156
P53156,P40509
P0AEK2,P0AEU7
P0AEU7,P0AEK2
P34162,P15731
P15731,P34162
Q9Y3I1,Q13519
Q13519,Q9Y3I1
P61962,Q9UBC2
Q9UBC2,P61962
P18031,Q9NRC1
Q9NRC1,P18031
Q02486,P23059
P23059,Q02486
P38701,P38129
P38129,P38701
P76008,P76197
P76197,P76008
P24521,P19657
P19657,P24521
P53070,P38879
P38879,P53070
P53829,P47076
P47076,P53829
P12023,P70166
P70166,P12023
Q99459,Q8NF50
Q8NF50,Q99459
P0AFT5,P09148
P09148,P0AFT5
P53192,P47061
P47061,P53192
P38153,Q05787
Q05787,P38153
Q9UTH0,O74968
O74968,Q9UTH0
P0A940,P77712
P77712,P0A940
Q9HGT6,Q9HGT6
Q8WWY3,P36406
P36406,Q8WWY3
P0C0V0,P08395
P08395,P0C0V0
P49227,Q9SIP7
Q9SIP7,P49227
O00232,Q99JI4
Q99JI4,O00232
A4D161,P55854
P55854,A4D161
P07143,P07256
P07256,P07143
P54861,P25038
P25038,P54861
P25342,Q07533
Q07533,P25342
P60752,P38489
P38489,P60752
P48003,P78953
P78953,P48003
P53129,P17255
P17255,P53129
P0A6I9,P27833
P27833,P0A6I9
Q08908,P32477
P32477,Q08908
P0ABC7,P08839
P08839,P0ABC7
P27999,Q12216
Q12216,P27999
Q9NQX1,P42696
P42696,Q9NQX1
P40318,Q02159
Q02159,P40318
P41811,P16664
P16664,P41811
O94973,Q9UM54
Q9UM54,O94973
P40991,Q03067
Q03067,P40991
O95671,P48775
P48775,O95671
P23797,P53754
P53754,P23797
P00946,P38055
P38055,P00946
P36141,Q06106
Q06106,P36141
Q39255,Q39090
Q39090,Q39255
O94603,Q9Y7U0
Q9Y7U0,O94603
Q12191,P32864
P32864,Q12191
P25342,P41901
P41901,P25342
P33412,Q06636
Q06636,P33412
P33668,P76198
P76198,P33668
Q12387,Q08972
Q08972,Q12387
Q03111,P52815
P52815,Q03111
Q9Y572,Q96DA0
Q96DA0,Q9Y572
Q12287,P10356
P10356,Q12287
P25343,P36092
P36092,P25343
P39954,P25294
P25294,P39954
P38934,P04803
P04803,P38934
O94320,Q9P3U0
Q9P3U0,O94320
P40573,P48415
P48415,P40573
P06776,Q04477
Q04477,P06776
P49017,P40343
P40343,P49017
P12814,P10909
P10909,P12814
P38134,P64448
P64448,P38134
P41733,Q02555
Q02555,P41733
P47103,Q03441
Q03441,P47103
Q08963,P35208
P35208,Q08963
Q96DH6,Q14498
Q14498,Q96DH6
P35579,P62937
P62937,P35579
Q969N2,P0DTD1
P0DTD1,Q969N2
Q02724,P38882
P38882,Q02724
P40395,P53724
P53724,P40395
P25651,Q06821
Q06821,P25651
P38764,Q12377
Q12377,P38764
P49765,P17948
P17948,P49765
P49598,Q84MC7
Q84MC7,P49598
Q8R3V5,Q9JMD0
Q9JMD0,Q8R3V5
Q06211,P32863
P32863,Q06211
Q07794,P47052
P47052,Q07794
Q9UHN1,P09874
P09874,Q9UHN1
P23895,P0A6U3
P0A6U3,P23895
Q07533,P33334
P33334,Q07533
Q14999,Q96BR6
Q96BR6,Q14999
P51572,O43674
O43674,P51572
Q59385,P0AEG4
P0AEG4,Q59385
P19524,P25591
P25591,P19524
Q8NHY3,Q9UBB9
Q9UBB9,Q8NHY3
Q09472,Q96PK6
Q96PK6,Q09472
Q9NQX1,P62917
P62917,Q9NQX1
P21165,Q46795
Q46795,P21165
P05064,Q9CPU7
Q9CPU7,P05064
Q93YN9,Q93ZG7
Q93ZG7,Q93YN9
P40422,P20433
P20433,P40422
O00148,O75323
O75323,O00148
O74455,Q9HDY1
Q9HDY1,O74455
P62913,P46937
P46937,P62913
P14900,P77455
P77455,P14900
P0AGF2,P52127
P52127,P0AGF2
P38074,Q00772
Q00772,P38074
Q4G0J3,P62241
P62241,Q4G0J3
P13185,Q12161
Q12161,P13185
O60885,Q14974
Q14974,O60885
O22286,Q6X5Y6
Q6X5Y6,O22286
P43577,P40357
P40357,P43577
P32325,P38882
P38882,P32325
P21957,P39682
P39682,P21957
P23847,P0AG99
P0AG99,P23847
Q12797,P34741
P34741,Q12797
Q99234,P38889
P38889,Q99234
Q00805,P08646
P08646,Q00805
Q03654,Q12309
Q12309,Q03654
Q02733,P24720
P24720,Q02733
Q9NVP2,P84243
P84243,Q9NVP2
P0A7I4,Q6BEX0
Q6BEX0,P0A7I4
P53280,P38930
P38930,P53280
Q6KB66,Q92764
Q92764,Q6KB66
Q06436,P38738
P38738,Q06436
P33308,P53179
P53179,P33308
Q12223,P26754
P26754,Q12223
P0AE06,P0AFV0
P0AFV0,P0AE06
P35688,P14682
P14682,P35688
P47037,P32795
P32795,P47037
P31946,O60825
O60825,P31946
P38176,P40957
P40957,P38176
P53129,P25580
P25580,P53129
P38199,Q08471
Q08471,P38199
P32787,P46999
P46999,P32787
P30316,Q9UUA2
Q9UUA2,P30316
O14302,O42954
O42954,O14302
Q9NR30,P61513
P61513,Q9NR30
P84157,P0DTD8
P0DTD8,P84157
P35568,P23804
P23804,P35568
Q9UKV8,Q6PD62
Q6PD62,Q9UKV8
Q14790,P50591
P50591,Q14790
P32469,P38631
P38631,P32469
P38849,Q12010
Q12010,P38849
P25615,P40991
P40991,P25615
Q00534,P61371
P61371,Q00534
P42073,P53322
P53322,P42073
Q96T76,O95985
O95985,Q96T76
P43699,Q9NQB0
Q9NQB0,P43699
Q9BWQ6,Q96EC8
Q96EC8,Q9BWQ6
Q13418,P05556
P05556,Q13418
O14578,Q13310
Q13310,O14578
P24182,P06282
P06282,P24182
P17152,O15393
O15393,P17152
P0CS90,Q01852
Q01852,P0CS90
P46940,P58771
P58771,P46940
Q9Y618,P10828
P10828,Q9Y618
Q9BYF1,P0DTC2
P0DTC2,Q9BYF1
Q99873,P35637
P35637,Q99873
P17980,Q9P0K7
Q9P0K7,P17980
Q8TC76,Q9JMK2
Q9JMK2,Q8TC76
P53829,P38353
P38353,P53829
Q13620,Q8TEL6
Q8TEL6,Q13620
P01106,O43242
O43242,P01106
P54252,P62701
P62701,P54252
Q13619,P0C0S8
P0C0S8,Q13619
P08194,P0A855
P0A855,P08194
P29322,P48736
P48736,P29322
Q05549,Q07362
Q07362,Q05549
P24077,P0A8B5
P0A8B5,P24077
P52893,Q3E760
Q3E760,P52893
Q08379,Q8N2Y8
Q8N2Y8,Q08379
Q16665,P08238
P08238,Q16665
Q8N884,Q13418
Q13418,Q8N884
O60508,Q86VM9
Q86VM9,O60508
P36048,P35194
P35194,P36048
Q96LT7,Q9HAD4
Q9HAD4,Q96LT7
A8MQ03,P48645
P48645,A8MQ03
O95947,Q70EL1
Q70EL1,O95947
P40008,P38334
P38334,P40008
P35187,P40072
P40072,P35187
Q86TX2,P00918
P00918,Q86TX2
P49196,Q93573
Q93573,P49196
P40094,Q12012
Q12012,P40094
Q8W575,P43255
P43255,Q8W575
P38827,P32828
P32828,P38827
Q02804,P43621
P43621,Q02804
O94851,P0DTC6
P0DTC6,O94851
P06986,P0A850
P0A850,P06986
P62136,Q15435
Q15435,P62136
P40505,P53299
P53299,P40505
Q16531,P35398
P35398,Q16531
Q9US26,Q9Y738
Q9Y738,Q9US26
Q9ULH0,Q9BXB1
Q9BXB1,Q9ULH0
Q8N0W3,P0DTD2
P0DTD2,Q8N0W3
Q99496,P39019
P39019,Q99496
P0ABZ4,Q46927
Q46927,P0ABZ4
P0ABE2,P31475
P31475,P0ABE2
P32525,P30822
P30822,P32525
P43341,P0AEH1
P0AEH1,P43341
Q9UIF7,Q92547
Q92547,Q9UIF7
Q08484,Q06091
Q06091,Q08484
P16568,O18334
O18334,P16568
Q80V62,Q4U4S6
Q4U4S6,Q80V62
Q9US07,P04909
P04909,Q9US07
O15524,P40227
P40227,O15524
P32357,Q06525
Q06525,P32357
P53088,P33754
P33754,P53088
P53741,P07703
P07703,P53741
Q9NZS9,P0DTC5
P0DTC5,Q9NZS9
P36115,P40572
P40572,P36115
P36580,P47979
P47979,P36580
O43741,Q9BYV2
Q9BYV2,O43741
P13382,P53942
P53942,P13382
P32051,P45551
P45551,P32051
Q02887,P31384
P31384,Q02887
P0DTD1,Q9Y6B6
Q9Y6B6,P0DTD1
P20309,Q9Y4R8
Q9Y4R8,P20309
P32380,P33419
P33419,P32380
Q9P0M6,P61513
P61513,Q9P0M6
P53915,P53241
P53241,P53915
P53323,P32368
P32368,P53323
Q03153,Q04935
Q04935,Q03153
P32839,Q07807
Q07807,P32839
P53095,P32338
P32338,P53095
Q96EP0,Q6PML9
Q6PML9,Q96EP0
P25342,P38904
P38904,P25342
P38921,Q02606
Q02606,P38921
Q92905,O14787
O14787,Q92905
Q09161,Q8NFZ5
Q8NFZ5,Q09161
P53951,P06844
P06844,P53951
Q9NUQ9,Q9NVR5
Q9NVR5,Q9NUQ9
O13290,O42667
O42667,O13290
P0A6B4,P46022
P46022,P0A6B4
Q6IN84,P51398
P51398,Q6IN84
Q12133,P36097
P36097,Q12133
O75553,P98155
P98155,O75553
P0AF16,P37745
P37745,P0AF16
P32942,P26038
P26038,P32942
P38112,Q3E796
Q3E796,P38112
P56559,O75771
O75771,P56559
P42794,P49209
P49209,P42794
Q8N9N5,Q96F44
Q96F44,Q8N9N5
P28070,Q9UBT2
Q9UBT2,P28070
O42861,Q12705
Q12705,O42861
Q2V3B2,Q9LRY0
Q9LRY0,Q2V3B2
Q02455,P32897
P32897,Q02455
Q8N2I9,Q92519
Q92519,Q8N2I9
Q03529,P36135
P36135,Q03529
P53397,P32944
P32944,P53397
P0A7B1,P0AG14
P0AG14,P0A7B1
P46674,P18961
P18961,P46674
P75809,P39369
P39369,P75809
Q7L190,Q7Z6Z7
Q7Z6Z7,Q7L190
Q9Y2H0,P0CG48
P0CG48,Q9Y2H0
Q04431,P35187
P35187,Q04431
P53060,P07263
P07263,P53060
Q08647,P15565
P15565,Q08647
P18432,P36188
P36188,P18432
Q08963,P41920
P41920,Q08963
Q9GZP1,P0DTD8
P0DTD8,Q9GZP1
P07260,P39935
P39935,P07260
P46108,Q7Z794
Q7Z794,P46108
P38886,Q03323
Q03323,P38886
P24583,P05375
P05375,P24583
P18418,P37377
P37377,P18418
P37624,P0AGB3
P0AGB3,P37624
P62743,O08553
O08553,P62743
P40005,Q99176
Q99176,P40005
Q9NRD5,P40938
P40938,Q9NRD5
P33892,Q04493
Q04493,P33892
P32598,P36047
P36047,P32598
P43563,P38197
P38197,P43563
Q9NZB2,Q12905
Q12905,Q9NZB2
Q70UQ0,Q9Y3C0
Q9Y3C0,Q70UQ0
Q13535,P42773
P42773,Q13535
P08839,P28911
P28911,P08839
P35222,Q13485
Q13485,P35222
P25586,P38243
P38243,P25586
P31947,O00750
O00750,P31947
Q8C7X2,Q9NPA0
Q9NPA0,Q8C7X2
P38859,P46673
P46673,P38859
Q00987,P04637
P04637,Q00987
P40303,Q03940
Q03940,P40303
Q9BQ51,P30825
P30825,Q9BQ51
P41909,Q03778
Q03778,P41909
P63228,P71311
P71311,P63228
Q9BWD1,Q9BY14
Q9BY14,Q9BWD1
Q06156,P12753
P12753,Q06156
Q92564,P61081
P61081,Q92564
P36152,P40150
P40150,P36152
Q9H244,Q96AA3
Q96AA3,Q9H244
O00429,Q99714
Q99714,O00429
Q04089,Q06616
Q06616,Q04089
P00359,P41277
P41277,P00359
P0ACJ8,P0ACG8
P0ACG8,P0ACJ8
Q53G59,Q7Z7H8
Q7Z7H8,Q53G59
Q02205,Q08444
Q08444,Q02205
P32316,P53137
P53137,P32316
P32368,P52917
P52917,P32368
Q60634,Q9C0B5
Q9C0B5,Q60634
P39719,P15303
P15303,P39719
P38199,P53965
P53965,P38199
Q06106,P22579
P22579,Q06106
P43636,P18494
P18494,P43636
P0C0L4,Q6P995
Q6P995,P0C0L4
Q9URQ3,P87287
P87287,Q9URQ3
P62306,P62318
P62318,P62306
P35181,P40319
P40319,P35181
Q61093,O08966
O08966,Q61093
Q9P2F8,K9N5R3
K9N5R3,Q9P2F8
P40469,P39743
P39743,P40469
P53129,P32939
P32939,P53129
Q9FV71,P93819
P93819,Q9FV71
P47138,P07866
P07866,P47138
P36573,Q9XVP0
Q9XVP0,P36573
Q9JKF7,O35680
O35680,Q9JKF7
P54753,P06241
P06241,P54753
O14098,P25457
P25457,O14098
P47130,P25554
P25554,P47130
P19784,P11388
P11388,P19784
P62820,P49755
P49755,P62820
Q9SHI7,O04567
O04567,Q9SHI7
O60346,Q9Y2Z0
Q9Y2Z0,O60346
Q07623,P42945
P42945,Q07623
O00468,P11498
P11498,O00468
Q9SVR0,P49211
P49211,Q9SVR0
P22460,P12931
P12931,P22460
P42935,Q02776
Q02776,P42935
Q02218,Q00059
Q00059,Q02218
O60832,P61513
P61513,O60832
P25549,P37344
P37344,P25549
P53741,P26449
P26449,P53741
P30044,P00441
P00441,P30044
P46985,P40152
P40152,P46985
P46674,Q03525
Q03525,P46674
P04821,P43577
P43577,P04821
Q8NE01,Q7Z3S9
Q7Z3S9,Q8NE01
Q9UPT6,Q13233
Q13233,Q9UPT6
P22136,P08425
P08425,P22136
P50084,P16387
P16387,P50084
Q03330,Q02455
Q02455,Q03330
Q9UHD9,P13010
P13010,Q9UHD9
P78325,P29144
P29144,P78325
P38181,Q03790
Q03790,P38181
Q99P99,O54963
O54963,Q99P99
P36012,Q08773
Q08773,P36012
Q06636,P49957
P49957,Q06636
Q9UNX3,P0DTC2
P0DTC2,Q9UNX3
Q96EH3,Q9BTD8
Q9BTD8,Q96EH3
Q03661,Q07821
Q07821,Q03661
P53350,Q13263
Q13263,P53350
P62623,P0AGB6
P0AGB6,P62623
P06616,P0A862
P0A862,P06616
Q9BX46,P29508
P29508,Q9BX46
Q99190,P35723
P35723,Q99190
Q9C681,Q9LXD8
Q9LXD8,Q9C681
P15436,P27796
P27796,P15436
P77163,P76119
P76119,P77163
Q8N5R6,Q92824
Q92824,Q8N5R6
Q12446,P40073
P40073,Q12446
Q9SX52,Q9C6B8
Q9C6B8,Q9SX52
O14874,Q08380
Q08380,O14874
Q12405,P23642
P23642,Q12405
P06634,Q08920
Q08920,P06634
Q7Z434,Q96FW1
Q96FW1,Q7Z434
P35192,P11484
P11484,P35192
P36618,O74388
O74388,P36618
Q96JB2,P08729
P08729,Q96JB2
P75733,P62617
P62617,P75733
P54623,O18413
O18413,P54623
Q04080,P23201
P23201,Q04080
P06721,P0AD65
P0AD65,P06721
Q9H2W6,Q96E11
Q96E11,Q9H2W6
P53833,P53833
P26196,Q9GZS1
Q9GZS1,P26196
P38197,P25632
P25632,P38197
P41695,Q03465
Q03465,P41695
Q08822,Q10740
Q10740,Q08822
O95235,Q96DH6
Q96DH6,O95235
P60010,P53277
P53277,P60010
P32453,Q07807
Q07807,P32453
P15028,P77173
P77173,P15028
Q5T3J3,Q13200
Q13200,Q5T3J3
Q8RYC8,P93830
P93830,Q8RYC8
P22736,P78317
P78317,P22736
Q9USX9,O14338
O14338,Q9USX9
Q92793,Q92831
Q92831,Q92793
P0AAI9,P16926
P16926,P0AAI9
O74445,O74498
O74498,O74445
P17802,P17994
P17994,P17802
Q6ZW49,Q15291
Q15291,Q6ZW49
P35637,Q9H3D4
Q9H3D4,P35637
P32447,P25454
P25454,P32447
Q8N684,Q96J02
Q96J02,Q8N684
P76213,P75672
P75672,P76213
O75382,P62837
P62837,O75382
P43636,P32795
P32795,P43636
Q09892,P07527
P07527,Q09892
P16152,Q9GZZ9
Q9GZZ9,P16152
Q9BXW9,P46060
P46060,Q9BXW9
P0A8D9,P0ADM0
P0ADM0,P0A8D9
Q9UBI6,Q6AHZ1
Q6AHZ1,Q9UBI6
P50213,Q7LBC6
Q7LBC6,P50213
P21709,Q5JTZ9
Q5JTZ9,P21709
P56545,Q05086
Q05086,P56545
P39717,P51862
P51862,P39717
Q13561,Q9NPJ6
Q9NPJ6,Q13561
Q9LNU4,Q9C774
Q9C774,Q9LNU4
P24863,Q93074
Q93074,P24863
P24224,P39369
P39369,P24224
P13473,P13473
P0C0S5,O00268
O00268,P0C0S5
P17555,Q04629
Q04629,P17555
P13587,Q99296
Q99296,P13587
Q9NRC1,Q9P246
Q9P246,Q9NRC1
P32056,P77735
P77735,P32056
Q9NQR1,P04637
P04637,Q9NQR1
P53911,Q05568
Q05568,P53911
Q9UUJ7,Q9C107
Q9C107,Q9UUJ7
P32333,Q12306
Q12306,P32333
P61830,Q07794
Q07794,P61830
P27127,P0AG03
P0AG03,P27127
Q9NU19,P22735
P22735,Q9NU19
Q05958,P18888
P18888,Q05958
Q9C774,Q9CAV0
Q9CAV0,Q9C774
Q59385,P0ACJ8
P0ACJ8,Q59385
Q9ULK2,Q02446
Q02446,Q9ULK2
Q9BQ66,Q9H7X3
Q9H7X3,Q9BQ66
P40959,P32893
P32893,P40959
Q15058,Q8NI36
Q8NI36,Q15058
Q09472,Q01826
Q01826,Q09472
Q01844,P19622
P19622,Q01844
Q9P7J3,O14132
O14132,Q9P7J3
Q12522,Q07953
Q07953,Q12522
Q16576,P08047
P08047,Q16576
P32562,Q96M27
Q96M27,P32562
P04844,Q9R0Q3
Q9R0Q3,P04844
Q06667,Q12265
Q12265,Q06667
P18851,P06780
P06780,P18851
P0A9J0,P76119
P76119,P0A9J0
Q07350,Q03388
Q03388,Q07350
Q03063,Q00772
Q00772,Q03063
Q12446,Q02796
Q02796,Q12446
P23776,P87284
P87284,P23776
P37652,P0C0L2
P0C0L2,P37652
Q8WXX5,Q8WXA9
Q8WXA9,Q8WXX5
P32784,P32897
P32897,P32784
P10275,O14497
O14497,P10275
Q14721,Q9UIX4
Q9UIX4,Q14721
Q9P1Y6,P19387
P19387,Q9P1Y6
Q8BZN6,Q80V62
Q80V62,Q8BZN6
P36121,P46678
P46678,P36121
Q9NXE4,Q9NRC1
Q9NRC1,Q9NXE4
P18847,O15350
O15350,P18847
P14904,Q03660
Q03660,P14904
P0A964,P0A843
P0A843,P0A964
P33892,P43535
