drugid1,protein_name
D0GC7S,P0DMS8
D06TXS,P0DMS8
D0SP2I,P00734
D0SP2I,Q9Y5Y6
D0SP2I,P00749
D01TWD,Q9Y5Y6
D0W5QR,P06968
D01SLZ,P06968
D0E2IH,P06968
D0K4DP,P06968
D0W1CC,P28223
D0I6KF,P28223
DB00443,P04150
DB05420,P31350
D0H3QK,P41143
D0H3QK,P35372
DB14184,Q8NET8
DB00150,P14902
D04BES,P41594
D0C6JG,P41594
D0JH2D,P41594
D0NS9H,P41594
D06PTC,P41594
D0X2NN,P00742
D07FXC,P41594
D0E3WH,P41594
D07ALM,P27487
DB00963,P23219
DB00331,Q96FL8
D0Q3NG,P45983
D0P6ZZ,P30874
D02CQW,P30874
D02CQW,P32745
D02CQW,P35346
D05COQ,P30874
D05COQ,P32745
D05COQ,P35346
D0FY6Q,P26664
D0N4RF,P30989
D0X3RW,P30989
D00BVP,P11511
D08EZA,P11511
D04VRY,P11511
D07SOM,P11511
D06WPP,P11511
D09ZHX,P11511
D05PXK,P11511
D0CR6B,P11511
D04DZE,P13945
D09AZO,Q8NER1
D0W3VM,Q8NER1
D00GIK,P05093
D0D0DR,P05093
D09TTR,P05093
D03VRC,P05093
D0P8PG,P05093
D01JZO,P05093
D0T3BL,P05093
D05QPR,P05093
D02ZQK,P05093
D0F3PF,P34913
D0D3GF,P34913
D0XS3W,P34913
D0IC8U,P34913
D09VSL,P34913
D0J5KK,P34913
DB00996,O75899
D09ITI,P49841
D09AEV,P49841
D07UBR,O43497
D07UBR,O95180
D05MEW,Q99705
D0O5SA,P52732
D0Y3PH,O14757
DB03718,P9WIU2
D08KLL,P15090
D08KLL,Q01469
D02QTB,P21554
D02QTB,P34972
D0Q9FB,P21554
D0Q9FB,P34972
D0DE9L,P21554
D0DE9L,P34972
D05UPS,P04049
DB04272,Q9P0L9
DB12751,Q9P0L9
D0I1ME,Q01959
D0I1ME,P31645
D09WVS,Q01959
D09WVS,P31645
D0T6XD,Q01959
D0T6XD,P31645
D0M4KN,Q01959
D0M4KN,P31645
D0Z0LP,Q01959
D0Z0LP,P31645
D0Z4IH,Q01959
D0Z4IH,P31645
D0F8SA,Q01959
D0F8SA,P31645
D0S5VI,Q9Y5N1
D0Q6GR,O00763
DB01454,P28223
DB01454,P41595
DB01454,P28335
DB01454,Q05940
D04GTP,P22303
D02DUJ,P22303
D07LIE,P50406
D0O3GQ,P50406
D0CY6E,P50406
D00DZY,P50406
D07DCN,P50406
D00OCC,P50406
D0N8AO,P50406
D0C8UV,P50406
D0E0DR,P50406
D0J9MP,P50406
D05SAP,P50406
D0H0IZ,P50406
D0X1JG,P15917
D02FZW,P41143
D02FZW,P41145
D02FZW,P35372
D0CX0I,P41143
D0CX0I,P41145
D0CX0I,P35372
D03QWP,P41143
D03QWP,P41145
D03QWP,P35372
D0L0NI,P41143
D0L0NI,P41145
D0L0NI,P35372
D0T8MA,P00441
D06WPM,P00441
D0AT3U,Q99705
D07HYL,P14679
D06ZRX,P14679
D0G7QJ,P17301
D0G7QJ,P05106
D0TP8S,P17301
D0TP8S,P05106
D01ZJF,P17301
D01ZJF,P05106
D0JI8S,Q13093
D0X6UV,Q13093
D0A1SO,Q13093
DB05245,P0AC13
D0T3FW,P28845
D00QOL,P28845
D0P5ST,P12931
D07RQB,P12931
D02SAD,P43116
D02SAD,P43115
D02SAD,P35408
D0Z3XJ,P43116
D0Z3XJ,P43115
D0Z3XJ,P35408
D02LXJ,P43116
D02LXJ,P43115
D02LXJ,P35408
DB09028,P43681
DB09028,P17787
D0X4ZL,P05067
D0MV0T,P22303
D0MV0T,P06276
D03EPY,P08913
D03EPY,P18089
D03EPY,P18825
D03ITH,P19971
D04OWX,P19971
D06BMN,P19971
D0W6LJ,P19971
D05OUP,P19971
DB11582,P48167
DB11582,P23415
D09MHS,P48167
D09MHS,P23415
D04RVA,P48167
D04RVA,P23415
D0LP2K,P48167
D0LP2K,P23415
D06XGL,P48167
D06XGL,P23415
D08YLW,P48167
D08YLW,P23415
D09RZX,P0A749
D0S2TZ,P0A749
D06HIW,P0A749
D0G5TL,P22303
D0G5TL,P06276
D09CGV,P22303
D09CGV,P06276
D0ER5C,P22303
D02LWX,P22303
D02LWX,P06276
D00MFR,P22303
D00MFR,P06276
D0ZI7F,P22303
D0ZI7F,P06276
D0DV9Z,P22303
D0XI4U,P22303
D0XI4U,P06276
DB14010,P50406
D07HSQ,P34913
D0G2AK,P29371
DB06586,P07098
DB05103,Q13547
DB01263,P10613
DB06609,P00734
DB01099,P12461
D0VH8A,Q13885
D09HXU,P52333
D09HXU,P06239
D09HXU,Q16539
D09HXU,P35968
D0G5CI,Q14573
D08MNG,P28223
D06NQD,P30542
D06NQD,P29274
D00OFN,P30542
D00OFN,P29274
D0R0XE,P32754
D0I6SI,P32754
D0W8OJ,P04150
D0FT5V,P41143
D0V9SV,P23975
D0L0ZH,P22303
D0M9OF,O14757
DB08855,Q13304
DB11858,Q13304
DB07187,P15121
D05VVC,P42261
D05VVC,Q05586
D05VVC,Q12879
D05VVC,Q13224
D05GRI,P05067
DB11672,P05067
D02XHM,P06276
D05GPI,P06276
D0O8LK,P06276
D0L9YJ,P22303
D0L9YJ,P06276
D01EZC,P22303
D01EZC,P06276
D0H3BC,P22303
D0H3BC,P06276
D0O8DZ,P22303
D0O8DZ,P06276
D09GXM,P22303
D09GXM,P06276
D0B4DT,P22303
D0B4DT,P06276
D0AQ3K,P06276
D05GWI,P15559
D07DGS,P15559
D0E2LU,P15559
D0E0DQ,P15559
D0T4RW,P15559
DB12662,Q07869
DB12662,P37231
DB01615,P35367
DB00913,P35372
DB01014,P23219
DB00725,P08912
DB01579,P35368
DB00464,P04070
DB00209,P08912
D0KV4Z,Q15722
D0X0CS,P10415
D04RTY,P10415
D00LHS,P10415
D03WHD,P10275
D07ICV,P08913
D07ICV,P18089
D07ICV,P18825
D0F0BS,Q01959
D0F0BS,P11229
D0F0BS,P23975
D0F0BS,P31645
D0Y8UC,Q01959
D0Y8UC,P11229
D0Y8UC,P23975
D0Y8UC,P31645
D0W5RQ,Q13885
D0X9OV,Q13885
D0LH3S,Q13885
D03NTD,Q13885
D0G0OF,Q13547
D07HUH,Q13547
D03OYL,Q13547
D0M9VZ,P03366
D0X6LK,P03372
D0Q2IU,P49146
D05UUA,P27487
DB08044,P27487
D0Y8CU,P68400
D0V5HG,P68400
D09MGF,P08908
D09MGF,P14416
D04TQF,P08908
D04TQF,P14416
D0RQ8R,P08908
D0RQ8R,P14416
D0A7AK,P08908
D0A7AK,P14416
DB05607,P41595
DB06268,P25101
DB00770,P43116
DB00727,P00533
D06MIQ,P29274
D0AZ0Y,P14679
D0P8PK,P14679
D0A7WB,P14679
D06GNR,Q13255
D0C2IE,Q13255
D08OFG,P28223
D08OFG,P28335
D08OFG,Q13639
D00OBS,P28335
DB08839,P28335
DB08839,Q13639
D0N6QU,P14902
D0K4MG,P14902
D0DB2N,P14902
D0B9IA,P14902
D06TVS,P15144
D0GB8I,P15144
D02GPJ,P09874
D0Y7ND,P23219
D02DYG,P23219
D02DYG,P35354
D06BHC,P35354
D04ORY,P23219
D0S0EQ,P51164
D0BD3G,P51681
DB06397,P09874
D0M4AQ,Q01959
D0M4AQ,P23975
D0Q9UZ,Q01959
D0Q9UZ,P23975
D0U9DD,P22460
D0XB2Z,P22460
D0J0OY,P22460
D03OKV,P12931
D0S3FW,P12931
D0Q8QA,Q13547
D0M0QJ,Q13547
D0PP3Q,Q13547
D05PYF,Q13547
D00PLM,Q13547
D0A7IF,Q13547
D06NVX,Q13547
D03UUO,P45983
D0SV1F,P45983
D08UVX,P45983
D08IOV,P45983
D07HNL,P45983
D01HCO,P45983
D0KB8D,P45983
DB09289,P31645
DB00673,P25103
DB06402,P34998
D04KWH,P34998
DB05421,P25103
D01SLA,P14679
D0H1OK,P06239
D0H1OK,P09619
D0H1OK,P12931
D0H1OK,P00519
D0H1OK,P35968
D01SWK,P13945
D0T7IG,P03366
D00MNE,P18031
D0QQ7A,P18031
D07HKJ,P35354
D0Z7BK,P35354
DB07621,P10635
D0YQ8U,P10635
D0YP4A,P08684
D0YP4A,P10635
D0VD5O,P08684
D06TRS,P08684
D0J1IE,P08684
D0O1HH,P08684
D0G4YZ,P30536
D0ZB6O,P08253
D0ZB6O,P09237
D04PAW,P14780
D01HKU,P08253
D01HKU,P14780
DB07556,P50281
DB07556,P09237
DB14065,Q00975
DB00513,P00750
DB03793,P51151
DB00868,Q14524
DB02659,P22830
DB02659,P23141
DB02659,P04054
DB00260,Q05586
DB00260,P94967
DB01078,P05023
DB00380,Q02880
DB00754,Q14524
DB04106,Q16881
DB04173,P49789
DB00473,Q14524
DB00244,P23219
DB01092,P05023
DB00299,P04183
DB00777,P35367
DB03754,P17707
DB02020,P15121
D06YIB,Q9HBH1
DB02660,Q07343
DB01917,P11926
DB01917,P17707
DB04168,P0AC16
DB04264,P22102
DB01742,P62937
DB01699,P80404
DB02303,Q12882
DB02031,P12461
DB02666,Q9U8D3
DB04460,Q9U8D3
DB02954,Q9U8D3
DB04233,P16233
DB04233,P08100
DB04123,P00807
DB01647,Q07343
DB03518,P04035
DB02921,P04183
DB03757,Q9UNI1
DB02420,P18031
DB02642,P00807
DB02597,P08473
DB03594,P00918
DB02048,P29474
DB03981,P09038
DB03935,P09038
DB04447,P12461
DB04447,P04035
DB02540,P22102
DB03541,P12461
DB03541,P16083
DB02468,P09601
DB02755,P20645
DB02603,P24941
DB04218,P00813
DB03657,P11217
D09JAO,P0A794
DB03936,P0A715
DB03028,P07339
DB01684,P48147
DB04387,P00797
DB02326,P22894
DB03968,P00797
DB03033,P45452
DB03033,P08254
DB04426,P16581
DB04426,P16109
DB02320,P11217
DB03509,P09874
DB03740,P22303
DB03740,P12821
DB03740,P04062
DB02622,P18031
DB01827,P17931
DB02883,Q97PK6
DB03150,P9WKE1
DB02778,O00757
DB04340,Q47746
DB01884,P27487
DB02735,P08842
DB02297,P24941
DB02108,P07858
DB01949,P14780
DB02198,P23219
DB03110,Q16539
DB03736,P00797
DB03991,P03470
DB02445,P17169
D0X4EB,P09848
DB03798,P12461
DB02604,P11217
DB04457,P12461
DB02452,P9WKE1
DB02452,P04183
DB02256,P12461
DB01965,P06968
D06GOK,P17169
D06GOK,P0DP25
D06GOK,P17812
D06GOK,P42330
D06GOK,P07900
D06GOK,P29474
D06GOK,P04054
D06GOK,Q13057
D06GOK,P78352
D06GOK,P16109
D06GOK,P18031
D06GOK,P00807
DB02363,Q9HBH1
DB03906,P09601
DB02726,Q07412
DB02953,P22894
DB02878,P13716
DB02352,P09960
DB02352,Q16539
DB01734,P18031
DB02895,P00390
DB01880,P14174
DB02310,P50579
DB02087,P00918
DB02105,P21964
DB01644,P00390
DB02148,P07858
DB02869,P43235
DB01708,P14061
DB01708,P26439
DB03113,P0A715
DB01811,P02788
DB03153,P20035
DB02111,P07864
D0A0GD,Q9Y6Y9
D0A0GD,O00206
DB02951,Q07412
DB04203,P00918
DB03073,P09874
DB02685,P07858
DB01996,P45452
DB01996,P08254
DB02797,P00807
DB02803,P00797
DB02153,P00390
DB02153,P54868
DB02153,P68826
DB02091,P24941
DB03030,P9WGR1
DB02268,P03470
DB02503,P00807
DB02627,P00807
DB03439,P04746
DB01841,Q8TET4
DB04560,P13716
DB04235,P80404
DB03140,P00807
DB01784,P00918
DB02401,P07864
DB03162,P07864
DB04094,P62942
DB03964,Q99798
DB02122,P00807
DB02721,P0A515
DB02260,P13716
DB03912,Q13057
DB01835,P35228
DB03697,P00918
DB02402,Q9HBH1
DB02301,P12461
DB01561,P14061
DB01561,P26439
DB03804,P04183
DB01929,Q9HBH1
DB02933,P0AF12
DB02933,Q13126
DB03761,P12461
DB02828,P13716
DB01864,P45485
DB03092,P04746
DB03846,P9WKE1
DB02324,P04183
DB00249,P04183
DB03554,Q12882
DB02309,P20035
DB03892,P29475
DB04534,P29474
DB04534,P35228
DB02229,Q9A178
DB04294,P9WJJ7
DB02500,P04183
DB01977,P00749
DB04001,P18031
DB03048,Q12882
DB03948,Q06203
DB03948,P12268
DB03015,P00813
DB02472,P00813
DB04334,Q16853
DB02119,P0AC16
DB02119,P26281
DB04139,P04183
DB02890,P9WIU2
DB02890,P11172
DB03100,P29474
DB03100,P35228
DB03510,Q9U8D3
DB02076,P52209
DB03918,P29474
DB04425,P0AC16
DB01649,P06730
DB02716,P06730
DB02207,P29474
DB01778,P0AC16
DB01667,P00491
DB02985,P00491
DB02495,P04183
DB03623,P53779
DB04356,P20035
DB04095,P00491
DB02796,P00491
DB02765,P04183
DB03000,P04183
DB03672,P06276
DB03971,P04746
DB14511,P12821
DB14511,P06968
DB14511,P17169
DB14511,P26281
DB14511,P0DP25
DB14511,P34948
DB14511,P00918
DB14511,P42330
DB14511,Q92731
DB14511,P80404
DB14511,P32754
DB14511,P09960
DB14511,P39900
DB14511,P94967
DB14511,P9WKE1
DB14511,P29475
DB14511,P29474
DB14511,Q9UNI1
DB14511,P04054
DB14511,Q08210
DB14511,P20035
DB14511,P18031
DB14511,P00807
DB14511,P54694
DB14511,P00441
DB14511,P10599
DB03059,Q5HH38
DB04351,Q99798
DB03530,P00807
DB02373,P49789
DB02059,Q5A0M4
DB03877,P00918
DB04089,P00918
DB01964,P00918
DB03526,P00918
DB04371,P00918
DB02220,P00918
DB02602,P00918
DB03485,P02788
DB02720,P11217
DB02843,P11217
DB02843,P26276
DB02007,P15121
DB02007,P17169
DB02007,P11217
DB02007,P26276
D07LUR,Q9BZ11
D07LUR,P06280
D07LUR,P01008
D07LUR,P07339
D07LUR,P06276
D07LUR,P16410
D07LUR,P27487
D07LUR,P30273
D07LUR,P03452
D07LUR,P03470
D07LUR,P08069
D07LUR,P40189
D07LUR,P09848
D07LUR,P02788
D07LUR,P23141
D07LUR,Q9NNX6
D07LUR,P29475
D07LUR,P04054
D07LUR,P23219
D07LUR,P08100
D07LUR,P06729
DB04074,O15382
DB04072,Q99798
DB02435,P0A749
D00LCE,Q08210
DB03745,P0A715
DB04557,P23219
DB04498,P23247
DB03152,Q02768
DB03152,P08100
DB04368,P68826
D0Z3SV,P03470
DB03127,P07477
DB03127,Q92876
DB03127,Q9Y5Y6
DB03127,P00749
D08LFT,P55055
DB03536,Q9UBX1
DB03536,P25779
DB01823,P11217
DB02379,Q8TET4
DB02379,P9WGR1
DB02379,P35557
DB02379,P11217
DB02379,P04746
DB02379,P23219
D0SD9H,Q9ULX7
D0SD9H,P06276
D0SD9H,P03470
D0SD9H,P23219
D0SD9H,P08100
DB03709,P00747
DB02073,P09601
DB03886,Q9HBH1
DB04392,P15559
DB02360,P08311
DB03466,P13631
D02UVH,P07098
D02UVH,P04150
D02UVH,P14555
D02UVH,P06821
D02UVH,P08235
D02UVH,P35228
D02UVH,P16233
D02UVH,Q02768
D02UVH,Q08210
D02UVH,P23219
D02UVH,P35354
D02UVH,P18031
D02UVH,P08100
D02UVH,P08842
D02UVH,Q16539
DB01541,P10275
DB02809,Q9HBH1
DB04007,Q9HBH1
DB03568,P06276
DB02719,P11217
DB02990,P9WGR1
D09TVP,P23247
D09TVP,P0DP25
D09TVP,P29474
D09TVP,P47205
D09TVP,P10828
DB04261,P00807
DB02498,P09874
DB02592,P07639
DB02426,P12235
DB03942,P20035
DB02741,P13631
DB04482,P04951
DB01992,P04035
DB01992,Q13057
DB02118,P39900
DB04381,P05091
DB02315,P10644
DB02315,O00408
DB02995,P0A749
DB03661,P07711
DB03661,P30305
DB03661,P18031
DB03661,P68826
DB04555,P04951
DB04555,Q97PK6
DB01786,Q47746
DB02866,P00918
DB04099,P18843
DB04099,P0A752
DB04099,Q9HX21
DB02613,Q08210
DB04133,P00807
DB02068,P13716
DB01890,Q07869
DB04485,P9WKE1
DB04485,P04183
DB03769,P23526
DB13918,P9WGR1
DB03816,Q9A178
DB02015,Q9HBH1
DB04491,P27487
DB01444,P41143
DB01444,P35372
DB03588,P07858
DB02867,P26276
DB02779,Q06124
DB01927,P15559
DB02323,P14061
DB03515,P26439
DB02187,P14061
DB03937,P0A715
DB03822,P06276
D0I7VD,P29474
D0I7VD,P35228
DB02545,Q96RI1
DB02101,P15121
DB02888,P62942
DB03147,P24232
DB03147,O06913
DB03147,Q12882
DB03147,P00390
DB03147,P21397
DB03147,P27338
DB03147,P29475
DB03147,P15559
DB03147,P16083
DB03147,P90597
DB03147,P39051
DB03147,P47989
DB03843,Q47746
DB01942,P0A6D3
DB01942,P34948
DB01942,P00918
DB01942,P13716
DB01942,O60760
DB01942,P09601
DB01942,P05230
DB01942,P29475
DB01942,P20035
DB01942,P68826
DB04198,P20035
DB04493,O00757
DB15236,P22303
DB15236,P25774
DB15236,P06276
DB15236,P08709
DB15236,P09871
DB15236,P16410
DB15236,P27487
DB15236,P16581
DB15236,P03470
DB15236,P08069
DB15236,P09848
DB15236,P02788
DB15236,P08246
DB15236,P16109
DB15236,P00749
DB02026,Q9HBH1
DB03847,P00734
DB03847,P00740
DB03847,P00742
DB03597,O76074
DB03788,P10828
DB04289,P9WGR1
DB02552,P14324
DB02657,P17169
DB02553,P00390
DB03927,Q47746
DB04022,P20035
DB04315,P45485
DB04315,P0A6P7
DB04315,Q9U8D3
DB01972,P04293
DB01972,O76074
DB01972,P20035
DB01972,P78352
DB04137,P26662
DB04079,P08100
DB04195,P11217
DB03796,P08100
DB02210,P04054
DB02624,P19634
DB02247,P00807
DB03085,P11413
DB02697,P45452
DB02697,P08254
DB02994,P15121
DB02994,P29474
DB04076,P00491
DB01793,P49841
DB02834,P15121
DB01691,P9WGR1
DB01689,P15121
DB04566,P11217
DB04566,P20839
DB04566,P12268
DB04566,P20035
DB01863,P31749
DB01863,Q06187
DB01727,Q99798
DB02508,P14324
DB03621,P62942
DB04465,P03470
DB02239,P13716
DB03017,P0AAI5
DB03017,P14555
DB03017,P41235
DB03017,P02788
DB03017,Q9Y6Y9
DB03017,O00206
DB03017,P23008
DB04147,P27338
DB04147,Q08210
DB04147,P08100
DB03974,P29474
DB03633,P04054
DB02223,P12461
DB03038,P12461
DB03801,P24941
DB03801,P94967
DB04136,P00734
DB01896,P00807
DB03975,P00918
DB02311,P62942
DB03587,P04054
DB01442,P28223
DB01442,Q01959
DB01442,P21397
DB01442,P27338
DB01442,P23975
DB01442,P31645
D0NL4Z,P06276
D0NL4Z,P16753
DB01805,P22303
DB03864,P48147
DB02375,P48736
DB02180,P30418
DB03782,P00749
DB03844,P00918
DB02810,P68826
DB02069,P00918
DB02986,P00918
DB02647,P24941
DB01993,P94967
DB02505,P46925
DB01883,P15917
D03QAN,P15917
DB03959,P05230
DB03959,P14210
DB03157,P12461
DB03596,P00918
DB02635,O15382
DB03818,P12461
DB02979,P29474
DB02094,P00807
DB01893,P12931
DB02518,P15121
DB03096,P07339
DB02382,P9WJJ7
DB04409,P05230
DB04295,P11217
DB01748,P00918
DB02727,P29475
DB02899,P12461
DB02029,P34913
DB04464,P01008
DB02143,P29475
DB01911,P22830
DB03144,P29475
DB03144,P29474
DB03144,P35228
DB02644,P29475
DB02644,P35228
DB02662,P18031
DB02824,P11926
DB03977,P0DP25
DB02264,P05230
DB01973,P16753
DB01738,P05771
DB04324,P50579
DB03902,P12931
DB04257,P47205
DB02795,P04054
DB02983,Q92731
DB02790,Q14376
DB01819,P0A715
DB02482,O14965
DB02482,P50613
DB02482,P28482
DB02482,P53778
DB02482,Q04759
DB01962,P12931
DB01962,P10721
DB02746,P9WJJ7
DB02977,P18031
DB03766,P94967
DB02166,P22303
DB02110,P23219
DB03592,P0AC13
DB02142,P94967
DB03088,P03950
DB02908,P12931
DB03591,P12931
DB02336,P12931
DB03712,P12931
DB01908,P12931
DB02432,P12931
DB03963,P29474
DB04530,P12461
DB04530,Q07343
DB03602,Q04760
DB01630,P08253
DB02589,P29474
DB03070,P12268
DB02234,P35228
DB04018,P29474
DB01953,Q16539
DB03957,P60568
DB02555,P60568
DB04503,P12461
DB03558,P12461
DB03060,Q9HBH1
DB01643,P12461
DB02752,P12461
DB01861,Q14376
DB03435,Q14376
DB02421,Q14376
DB03685,P12461
DB03685,P9WIU2
DB02196,Q14376
DB02071,P45452
DB03691,Q9UBX1
DB03691,P25779
DB04502,P25779
DB04365,P11229
D0Y3XA,Q00080
DB03581,P17169
DB02857,P08546
DB02857,P04293
DB02857,P00491
DB02568,P00491
DB04348,P19835
D04XYL,P00491
DB02272,P13716
DB02893,P50579
DB04258,P11473
DB03566,Q16881
D03ZKM,P04951
D03ZKM,P03470
D0T9HG,P15917
DB02115,P05091
DB02341,P08246
DB02341,Q9UNI1
DB02282,Q13126
DB04338,P28482
DB04338,Q16539
DB06408,P20839
D06GNF,Q13258
DB04459,P08246
D03QHG,P03372
D03QHG,Q92731
D0Y2LJ,P03372
D0Y2LJ,Q92731
D09NOH,P03372
D09NOH,Q92731
D0D1LB,P03372
D0D1LB,Q92731
D07XUY,P03372
D07XUY,Q92731
D0J2NG,P03372
D0J2NG,Q92731
D0W5HT,P03372
D0W5HT,Q92731
D0LI0M,P03372
D0LI0M,Q92731
D0W0LG,P03372
D0W0LG,Q92731
D05KXP,P03372
D05KXP,Q92731
D0S8AV,P03372
D0S8AV,Q92731
DB03467,Q92731
D06BLF,P10275
D0A5KG,P30542
D0A5KG,P0DMS8
D0B0UZ,P21917
D0X3DK,P11473
D0XZ2P,P11473
D08XPP,P22303
D0I4LX,P06276
D0M2DJ,Q9Y5Y4
D0U3LA,Q9Y5Y4
D0J2PW,Q9Y5Y4
D0R1KE,Q9Y5Y4
D09ZSV,Q9Y5Y4
D0H2SL,Q9Y5Y4
DB07173,P55263
D00DKI,P22303
D00DKI,P06276
DB12890,P21728
DB07545,Q9UQB9
DB01364,P14416
D0K9YS,P42330
D0ZR1V,P42330
DB04575,P03372
D09RFE,P04626
D0H2DD,P04626
D0C2SF,P04626
D0B7ZB,P04626
D03BIQ,Q99705
D0C9DP,Q99705
D03FNQ,Q99705
D0N6OL,P41595
D0N6OL,Q99705
D0N6OL,Q12809
D07EPU,Q99705
D01NOZ,P41595
D01NOZ,Q99705
D0K5XL,Q99705
D0K5QJ,Q99705
D0J7MM,Q99705
DB00821,P35354
D0N8VZ,P08842
D0FH1V,P08842
D00LFX,P08842
D0S3RZ,P08842
D07ZNI,P08842
D0I6UV,P04183
D0I6UV,O00142
D07GKK,P04183
D00KWL,P04183
D00KWL,O00142
D02CCD,P04183
D0W8AD,P04183
D03MNN,P00533
D03MNN,P12931
D03MNN,P00519
DB06825,P30968
D07FFB,P22303
D00YWZ,P35968
D0HL7Q,P35372
D03BFH,P41143
D03BFH,P35372
D0C5RC,P41143
D0C5RC,P35372
D0R2PW,Q96IY4
DB04723,Q96IY4
D00DXB,Q96IY4
D06TJC,Q96IY4
D0YD6H,P04054
D00UMG,P10613
D05KIS,P41143
D05KIS,P35372
D0S7SO,P32239
D0S7SO,P41143
D0S7SO,P35372
D0V9DY,P32238
D0V9DY,P32239
D0V9DY,P41143
D0V9DY,P35372
D0I9PH,P32238
D0I9PH,P41143
D0I9PH,P35372
D0S2BB,P28566
DB01191,P31645
D0I7QX,P36888
D0I7QX,P09619
D0L0MZ,P36888
D0L0MZ,P09619
D07AXL,P36888
D07AXL,P09619
D02OBA,P36888
D02OBA,P09619
D09PUW,P09619
D03VAA,P36888
D03VAA,P09619
D0Z3DW,P36888
D0Z3DW,P09619
D08DOE,P22888
D0T7DV,P14679
DB00613,P50135
D04GRS,P21728
D04GRS,P14416
D0A9UF,P21728
D0A4GE,P21728
D0A4GE,P14416
D0M1OE,P14416
D0HO7I,P14416
D02RAY,P21728
D02RAY,P14416
D0I0AQ,P21728
D09CVV,P21728
D05HWC,P21728
D05HWC,P14416
D04FYN,Q08210
D05YJP,Q08210
D08SLZ,Q01959
D0IR0R,Q01959
D0Y1MJ,Q01959
D03EMO,Q01959
D07PAT,Q01959
D0R8TH,Q01959
D08JCK,Q01959
D0P4PM,P41143
D0P4PM,P35372
D05NYR,P41143
D05NYR,P35372
D0ZQ7L,P41143
D0ZQ7L,P35372
D0R4YD,P41143
D0R4YD,P35372
D0ES7P,P41143
D0ES7P,P35372
D0R4KJ,P41143
D0R4KJ,P35372
D0P1CP,P41143
D0P1CP,P35372
D0E7NL,P41143
D0E7NL,P35372
D08CNN,P28223
D0D8LQ,P25025
D0T4KC,P25025
D05AZU,P25025
D05CCF,P25025
D0FV7K,P50406
D0SJ6E,P50406
D07SGS,Q13224
D07SGS,Q12809
D0AW4X,P28223
D0I8MP,P28223
D05LJF,P28223
D03JEW,P28223
D0V5OY,P28223
D00SNJ,P28223
D0C0LG,P28223
D07QMR,P28223
D01GWH,P28223
D0FK5Z,P28223
D09FZD,P28223
D0Q9ZN,P10827
D0Q9ZN,P10828
D0C9RO,P21397
D0C8RD,P21397
D0MO1O,P21397
D0MO1O,P27338
D07ULQ,P21397
D0FC7L,P43235
D04QHB,P43235
D06AZJ,P43235
D0I1BJ,P41143
D0I1BJ,P35372
D04RPI,P41143
D04RPI,P35372
D0K8BZ,P51685
D0M1AE,P51685
DB08089,P10275
D01VOU,P14679
D0L3KR,P14679
D0BH2T,P14679
D06AUB,P27487
D06UKY,P27487
D02RIE,P27487
D05BMD,P00915
D05BMD,P00918
D05BMD,Q16790
D06NDR,P00915
D06NDR,P00918
D06NDR,Q16790
D0G0OP,P00915
D0G0OP,P00918
D0G0OP,Q16790
D07VXX,Q16790
D00TRF,Q16790
D0Y1XM,P00918
D0Y1XM,Q16790
DB07556,P00918
DB07556,Q16790
D0X4EE,P06756
D0X4EE,P05106
D01ORL,Q13224
DB00617,O43497
DB00347,O43497
D07DJT,P25929
D07DJT,P49146
D0V8AG,O15455
DB06163,P12461
D04FYZ,P12461
D06HPV,Q13258
DB11629,P43119
DB11629,Q13258
DB11629,Q9Y5Y4
DB11629,P43116
DB11629,P43088
DB11629,P21731
D03KLO,P30542
D0N1QP,P30542
D0N1QP,P29274
D0N1QP,P0DMS8
D00GNW,P30542
D00GNW,P29274
D00GNW,P29275
D00GNW,P0DMS8
D00NFW,P30542
D00NFW,P29274
D00NFW,P0DMS8
D0I2EQ,P30542
D0I2EQ,P29274
D0I2EQ,P0DMS8
D01NHH,P30542
D01NHH,P29274
D01NHH,P0DMS8
D02FLH,P30542
D02FLH,P29274
D02FLH,P0DMS8
D0ZW9L,P30542
D0ZW9L,P29274
D0ZW9L,P0DMS8
D01FDW,P30559
D01FDW,P37288
D01FDW,P47901
D01FDW,P30518
D0UK0O,P30559
D0UK0O,P37288
D0UK0O,P47901
D0UK0O,P30518
D04MMD,P30559
D04MMD,P37288
D04MMD,P47901
D04MMD,P30518
D03BVC,P30559
D03BVC,P37288
D03BVC,P47901
D03BVC,P30518
D0R7QC,P30559
D0R7QC,P37288
D0R7QC,P47901
D0R7QC,P30518
D0HI2N,P30559
D0HI2N,P37288
D0HI2N,P47901
D0HI2N,P30518
D09XWA,P30559
D09XWA,P37288
D09XWA,P47901
D09XWA,P30518
D05BHL,P30559
D05BHL,P37288
D05BHL,P47901
D05BHL,P30518
D05RNF,P30559
D05RNF,P37288
D05RNF,P47901
D05RNF,P30518
D09RIE,P30559
D09RIE,P37288
D09RIE,P47901
D09RIE,P30518
D09OML,P37288
D09OML,P47901
D09OML,P30518
D06SDG,P30559
D06SDG,P37288
D06SDG,P47901
D06SDG,P30518
D0O5TK,P30559
D0O5TK,P37288
D0O5TK,P47901
D0O5TK,P30518
D03DXK,P30559
D03DXK,P37288
D03DXK,P47901
D03DXK,P30518
D0V3FF,P30559
D0V3FF,P37288
D0V3FF,P47901
D0V3FF,P30518
D0A6FK,P30559
D0A6FK,P37288
D0A6FK,P47901
D0A6FK,P30518
D0O8OF,P30559
D0O8OF,P37288
D0O8OF,P47901
